instance,algorithm,seed,objv,lb,bkv,bklb,delay,num_resources
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,ILS,10,898.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,ILS,6,757.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,ILS,2,895.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,ILS,1,876.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,ILS,8,866.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,ILS,7,890.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_High_Many_Moderate_Early_VeryLate_123,RS,1,852.0,0.0,338.0,275.0,High,Many
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,7,849.0,700.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,8,850.0,702.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,3,852.0,727.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,6,856.0,727.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,1,868.0,728.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,5,848.0,696.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,2,849.0,695.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,9,851.0,723.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,4,848.0,725.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,MIP,10,853.0,727.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,1,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,9,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,3,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,6,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,7,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,2,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,5,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,4,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,10,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,IBS,8,894.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,7,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,5,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,2,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,9,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,8,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,10,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,1,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,6,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,3,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,CUTH,4,849.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,9,849.0,524.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,1,859.0,384.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,5,849.0,498.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,2,899.0,589.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,10,898.0,484.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,4,877.0,515.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,6,858.0,483.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,8,897.0,441.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,7,900.0,584.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,LBBD,3,850.0,534.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,4,898.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,8,883.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,9,888.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,3,888.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,6,883.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,2,855.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,1,885.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,10,885.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,5,888.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,ILS,7,864.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Low_Few_Moderate_Early_VeryLate_123,RS,1,884.0,0.0,848.0,728.0,Low,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,6,875.0,667.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,8,851.0,659.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,3,863.0,621.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,10,847.0,667.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,5,851.0,673.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,9,878.0,623.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,4,876.0,632.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,1,851.0,670.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,2,847.0,669.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,MIP,7,877.0,667.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,8,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,2,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,4,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,3,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,5,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,9,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,6,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,7,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,10,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,IBS,1,894.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,5,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,1,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,3,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,8,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,9,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,7,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,2,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,10,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,6,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,CUTH,4,849.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,2,860.0,466.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,6,860.0,540.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,3,900.0,479.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,5,896.0,541.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,8,889.0,575.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,7,895.0,494.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,4,880.0,584.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,9,896.0,491.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,1,897.0,484.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,LBBD,10,867.0,509.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,1,877.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,3,850.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,2,864.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,10,854.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,4,845.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,8,875.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,9,869.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,5,888.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,7,877.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,ILS,6,895.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_Medium_Few_Moderate_Early_VeryLate_123,RS,1,884.0,0.0,845.0,673.0,Medium,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,3,843.0,492.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,6,874.0,493.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,5,825.0,556.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,10,873.0,555.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,8,870.0,557.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,7,866.0,495.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,4,860.0,496.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,2,858.0,556.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,9,859.0,543.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,MIP,1,858.0,495.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,2,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,5,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,1,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,7,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,3,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,9,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,6,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,8,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,10,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,IBS,4,894.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,2,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,3,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,4,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,1,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,5,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,6,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,9,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,7,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,10,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,CUTH,8,849.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,7,895.0,587.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,5,886.0,621.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,6,886.0,609.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,1,873.0,599.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,10,899.0,609.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,9,876.0,602.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,3,900.0,601.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,8,889.0,612.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,4,900.0,592.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,LBBD,2,896.0,605.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,5,888.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,1,879.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,8,814.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,6,876.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,9,878.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,3,891.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,4,845.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,2,890.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,10,854.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,ILS,7,861.0,0.0,814.0,621.0,High,Few
Medium_Moderate_Light_High_Few_Moderate_Early_VeryLate_123,RS,1,884.0,0.0,814.0,621.0,High,Few