instance,algorithm,seed,objv,lb,bkv,bklb,slope,wind
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,790.0,243.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,814.0,244.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,773.0,250.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,758.0,246.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,822.0,242.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,10,740.0,241.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,7,614.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,3,614.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,9,613.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,2,614.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,5,611.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,4,614.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,10,615.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,1,615.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,6,616.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,8,613.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,9,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,8,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,5,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,10,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,1,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,4,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,7,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,6,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,2,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,3,808.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,7,899.0,379.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,10,898.0,356.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,2,897.0,395.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,3,900.0,380.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,9,891.0,391.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,4,897.0,354.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,6,900.0,379.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,8,835.0,375.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,5,779.0,381.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,1,890.0,381.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,10,894.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,3,896.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,5,891.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,1,895.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,7,898.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,6,892.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,2,895.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,9,888.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,4,896.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,8,899.0,0.0,611.0,395.0,Flat,Moderate
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,RS,1,858.0,0.0,611.0,395.0,Flat,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,772.0,216.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,849.0,217.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,791.0,216.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,772.0,220.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,6,668.0,214.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,856.0,215.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,770.0,214.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,810.0,224.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,10,695.0,215.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,839.0,280.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,9,558.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,7,557.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,2,558.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,3,559.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,8,565.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,1,574.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,5,566.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,10,567.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,6,557.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,4,575.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,3,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,1,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,8,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,6,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,10,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,7,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,5,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,9,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,4,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,2,817.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,10,893.0,353.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,6,899.0,379.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,2,898.0,345.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,3,898.0,361.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,9,900.0,386.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,7,898.0,388.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,1,899.0,336.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,5,899.0,346.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,4,899.0,352.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,8,898.0,365.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,1,895.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,8,888.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,3,896.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,6,891.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,9,891.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,2,897.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,10,892.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,4,898.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,5,892.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,7,893.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,RS,1,863.0,0.0,557.0,388.0,Moderate,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,788.0,244.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,808.0,202.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,815.0,202.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,761.0,198.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,759.0,241.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,811.0,246.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,6,774.0,198.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,795.0,206.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,778.0,218.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,10,753.0,201.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,7,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,2,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,4,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,5,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,8,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,10,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,1,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,6,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,3,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,9,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,3,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,4,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,10,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,9,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,5,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,1,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,8,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,6,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,7,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,2,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,2,897.0,393.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,9,847.0,363.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,7,812.0,362.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,10,798.0,381.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,8,895.0,388.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,6,900.0,358.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,5,860.0,386.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,1,897.0,382.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,4,899.0,362.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,3,815.0,379.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,1,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,4,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,3,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,2,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,5,855.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,9,885.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,7,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,6,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,10,891.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,8,896.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,RS,1,868.0,0.0,522.0,393.0,Steep,Moderate
